"","Date","chamber","gCarbon_tree","gCarbon_la"
"67",2012-12-23,"C01",1.3106909863008,4.86151184458856
"68",2012-12-23,"C03",1.5906578089896,4.35444507515614
"69",2012-12-23,"C05",0.9989710916796,4.80572259395341
"70",2012-12-23,"C07",1.3189806753552,3.72576023294672
"71",2012-12-23,"C09",1.4164411642056,4.24495930096178
"72",2012-12-23,"C11",1.4987374717068,4.98582658191996
"73",2012-12-24,"C01",1.3770158492844,4.75064075842307
"74",2012-12-24,"C03",1.6128577623132,4.08618757902899
"75",2012-12-24,"C05",1.0201432653828,4.54846531592737
"76",2012-12-24,"C07",1.3988932432488,3.67049500663147
"77",2012-12-24,"C09",1.4805811847736,4.09664554120987
"78",2012-12-24,"C11",1.6064433278712,4.94007795805346
"79",2012-12-25,"C01",0.498451496634,1.64859281379692
"80",2012-12-25,"C03",0.5644447201692,1.36164491433439
"81",2012-12-25,"C05",0.3813036448572,1.60419834994839
"82",2012-12-25,"C07",0.485283205368,1.19748604989486
"83",2012-12-25,"C09",0.5395726263096,1.39401909606369
"84",2012-12-25,"C11",0.6002120562984,1.73900989806708
"85",2012-12-26,"C01",1.2451963029012,3.95500836396609
"86",2012-12-26,"C03",1.4683049041752,3.38043881744299
"87",2012-12-26,"C05",0.9653034180816,3.84431088410153
"88",2012-12-26,"C07",1.2821008121064,2.9859010442974
"89",2012-12-26,"C09",1.4070238145496,3.4092138538319
"90",2012-12-26,"C11",1.5205802748552,4.16476520193097
"91",2012-12-27,"C01",2.3497489422576,7.17850870221495
"92",2012-12-27,"C03",2.8668219723,6.31215024971974
"93",2012-12-27,"C05",1.8147051185328,6.86069874154896
"94",2012-12-27,"C07",2.527090434882,5.57219265762758
"95",2012-12-27,"C09",2.7631429195032,6.30334127265778
"96",2012-12-27,"C11",2.8299196250208,7.349182418945
"97",2012-12-28,"C01",2.2745787752376,6.6934463066534
"98",2012-12-28,"C03",2.7897181786656,5.88551845366587
"99",2012-12-28,"C05",1.8245513943072,6.56513107468334
"100",2012-12-28,"C07",2.552752496502,5.34438424244087
"101",2012-12-28,"C09",2.697571271538,5.81359152232392
"102",2012-12-28,"C11",2.79988874334,6.91286277649019
"103",2012-12-29,"C01",2.2004567099424,6.24575312191898
"104",2012-12-29,"C03",2.7133797068352,5.49468636915655
"105",2012-12-29,"C05",1.7708846080536,6.07875480135899
"106",2012-12-29,"C07",2.4611944980168,4.90488231221475
"107",2012-12-29,"C09",2.70293717187,5.52002098126612
"108",2012-12-29,"C11",2.702831237496,6.35981288241793
"109",2012-12-30,"C01",1.9819927904868,5.43304706674042
"110",2012-12-30,"C03",2.4584004248544,4.78622603602373
"111",2012-12-30,"C05",1.5959865241944,5.23734979378421
"112",2012-12-30,"C07",2.2808042573472,4.33680701334337
"113",2012-12-30,"C09",2.495420380908,4.84255971666456
"114",2012-12-30,"C11",2.4595899165396,5.52783918085881
"115",2012-12-31,"C01",2.5062403881528,6.64267456601783
"116",2012-12-31,"C03",3.0745666302624,5.76341637069112
"117",2012-12-31,"C05",2.0351221219368,6.39694231017986
"118",2012-12-31,"C07",2.7662400946908,5.0290602091478
"119",2012-12-31,"C09",3.0700832281236,5.67525296270746
"120",2012-12-31,"C11",3.09596450904,6.65933400969949
"121",2013-01-01,"C01",2.2476519869076,5.76639551172483
"122",2013-01-01,"C03",2.7779413029732,5.02082024728714
"123",2013-01-01,"C05",1.845984296286,5.56777470537592
"124",2013-01-01,"C07",2.5484398865172,4.43836536783745
"125",2013-01-01,"C09",2.8050864458292,4.95065427163564
"126",2013-01-01,"C11",2.8215313521408,5.81919754162451
"127",2013-01-02,"C01",2.131122878352,5.29767312916057
"128",2013-01-02,"C03",2.6512403325876,4.62608913722426
"129",2013-01-02,"C05",1.7530405032348,5.08192384457424
"130",2013-01-02,"C07",2.4798514870116,4.14470771197024
"131",2013-01-02,"C09",2.7269336856996,4.60429438115737
"132",2013-01-02,"C11",2.7088400946204,5.36588774881388
"133",2013-01-03,"C01",2.7882394212816,6.72244021700924
"134",2013-01-03,"C03",3.5714896452144,6.02347919982501
"135",2013-01-03,"C05",2.362276006272,6.59183035921316
"136",2013-01-03,"C07",3.3010452417852,5.30330290342091
"137",2013-01-03,"C09",3.6692506417788,5.93818004683149
"138",2013-01-03,"C11",3.6044131838832,6.86834712881616
"139",2013-01-04,"C01",2.9610607590252,6.90883695348864
"140",2013-01-04,"C03",3.7626843272616,6.04022463581053
"141",2013-01-04,"C05",2.5157450796192,6.67418944064035
"142",2013-01-04,"C07",3.5141856346584,5.38733059092297
"143",2013-01-04,"C09",3.808256430186,5.92025824520225
"144",2013-01-04,"C11",3.876899742612,7.02680000161722
"145",2013-01-05,"C01",2.7520401323376,6.22049875610088
"146",2013-01-05,"C03",3.5282852836452,5.40362701570674
"147",2013-01-05,"C05",2.3997045663396,6.06738843939609
"148",2013-01-05,"C07",3.2859485125272,4.81697428975905
"149",2013-01-05,"C09",3.5735322328992,5.34472877980119
"150",2013-01-05,"C11",3.685119611004,6.36820420543492
"151",2013-01-06,"C01",2.9299644802116,6.42199371629278
"152",2013-01-06,"C03",3.7967822241336,5.55932524392528
"153",2013-01-06,"C05",2.511518081904,6.06528409507924
"154",2013-01-06,"C07",3.5360133043248,4.96620616485953
"155",2013-01-06,"C09",3.7857486186,5.45529204234178
"156",2013-01-06,"C11",3.9505228353864,6.52311339243663
"157",2013-01-07,"C01",2.9736539779752,6.32606939624097
"158",2013-01-07,"C03",3.9304891319148,5.51286132534902
"159",2013-01-07,"C05",2.5985887867836,6.00617184590952
"160",2013-01-07,"C07",3.6731390818824,4.9511914572929
"161",2013-01-07,"C09",3.9187036085184,5.44787126211287
"162",2013-01-07,"C11",4.0447564334892,6.3942289966317
"163",2013-01-08,"C01",2.3563493023356,4.86961900745616
"164",2013-01-08,"C03",3.1953019820436,4.30067442111893
"165",2013-01-08,"C05",2.1036754982412,4.6621398656511
"166",2013-01-08,"C07",2.9464612727472,3.81802239442414
"167",2013-01-08,"C09",3.1185778226148,4.18792537846057
"168",2013-01-08,"C11",3.2787064928124,4.97144342343136
"169",2013-01-09,"C01",3.220456855824,6.47052042277276
"170",2013-01-09,"C03",4.3968615381756,5.68814614107842
"171",2013-01-09,"C05",2.903857926606,6.18108385012426
"172",2013-01-09,"C07",4.1432719422276,5.16888661898674
"173",2013-01-09,"C09",4.3314667357572,5.62521154317636
"174",2013-01-09,"C11",4.5055376667288,6.56351140502054
"175",2013-01-10,"C01",2.7221757189588,5.32156636015063
"176",2013-01-10,"C03",3.7434271876092,4.66182240345198
"177",2013-01-10,"C05",2.4670749367368,5.05165384708359
"178",2013-01-10,"C07",3.4531592199156,4.15325758363328
"179",2013-01-10,"C09",3.6492156411516,4.5881319364527
"180",2013-01-10,"C11",3.8244077469468,5.36084310078221
"181",2013-01-11,"C01",3.1070119509,5.91405224575878
"182",2013-01-11,"C03",4.2930475811964,5.15367954789122
"183",2013-01-11,"C05",2.830430271942,5.58334171868246
"184",2013-01-11,"C07",4.0133337038496,4.65968491291335
"185",2013-01-11,"C09",4.1301529428744,5.03241453413241
"186",2013-01-11,"C11",4.3881615155664,5.92721616190059
"187",2013-01-12,"C01",2.5853988762576,4.79501000596998
"188",2013-01-12,"C03",3.5592920587224,4.12424760114017
"189",2013-01-12,"C05",2.370192979284,4.51023587614124
"190",2013-01-12,"C07",3.2896419469056,3.69148449846335
"191",2013-01-12,"C09",3.4006118789448,4.01934970003517
"192",2013-01-12,"C11",3.7317986200404,4.86363804570195
"193",2013-01-13,"C01",1.9051038922968,3.44497396795295
"194",2013-01-13,"C03",2.6653767343164,2.98465788517121
"195",2013-01-13,"C05",1.759107299976,3.23313952134381
"196",2013-01-13,"C07",2.4299395338348,2.63837626949838
"197",2013-01-13,"C09",2.540524643046,2.91541683541892
"198",2013-01-13,"C11",2.7647946309672,3.48110159923418
"199",2013-01-14,"C01",3.708645689736,6.54273645976906
"200",2013-01-14,"C03",5.3758313552736,5.82407761508095
"201",2013-01-14,"C05",3.4904044486584,6.20341394124535
"202",2013-01-14,"C07",5.08446080532,5.34726368793897
"203",2013-01-14,"C09",5.143874855652,5.73606221013204
"204",2013-01-14,"C11",5.3931803790384,6.56764493505284
"205",2013-01-15,"C01",4.1560091454492,7.22176641136049
"206",2013-01-15,"C03",6.078994327692,6.4712195721631
"207",2013-01-15,"C05",3.9486060717948,6.75713471185401
"208",2013-01-15,"C07",5.674117474116,5.86886620996993
"209",2013-01-15,"C09",5.7498722259264,6.28102987754294
"210",2013-01-15,"C11",5.987304884106,7.17558396563413
"211",2013-01-16,"C01",3.6615252154104,6.26830260613003
"212",2013-01-16,"C03",5.422674670686,5.6737796763748
"213",2013-01-16,"C05",3.6534945250908,6.02823835031081
"214",2013-01-16,"C07",4.9776404740452,5.06485505554863
"215",2013-01-16,"C09",5.0726986307244,5.4305234096743
"216",2013-01-16,"C11",5.3942379932376,6.36394269604351
"217",2013-01-17,"C01",3.8261952273636,6.45462879312337
"218",2013-01-17,"C03",5.6610092843928,5.82350531918745
"219",2013-01-17,"C05",3.8388096331884,6.11503512075988
"220",2013-01-17,"C07",5.257855918224,5.26446680554885
"221",2013-01-17,"C09",5.347327225734,5.6123268189975
"222",2013-01-17,"C11",5.6177059066128,6.52576123580834
"223",2013-01-18,"C01",2.44776504609,4.06988908077604
"224",2013-01-18,"C03",3.6436590589464,3.68623453322924
"225",2013-01-18,"C05",2.4949854013968,3.84158252513518
"226",2013-01-18,"C07",3.3735108393792,3.32461228040417
"227",2013-01-18,"C09",3.4465052440728,3.54777083627054
"228",2013-01-18,"C11",3.5824328822412,4.09853629086187
"229",2013-01-19,"C01",2.3161893649596,3.79651783455729
"230",2013-01-19,"C03",3.3576319252944,3.34157976142866
"231",2013-01-19,"C05",2.3798909469348,3.5458813487549
"232",2013-01-19,"C07",3.085887771954,2.99405456890239
"233",2013-01-19,"C09",3.1882221067788,3.22000180024258
"234",2013-01-19,"C11",3.3978727187028,3.82944477483635
"235",2013-01-20,"C01",2.4189405191172,3.90951078160016
"236",2013-01-20,"C03",3.5370713509092,3.46378668265062
"237",2013-01-20,"C05",2.5022269887264,3.61137966684781
"238",2013-01-20,"C07",3.182612341194,3.04080251398572
"239",2013-01-20,"C09",3.3068833067556,3.27802191914763
"240",2013-01-20,"C11",3.5394148786932,3.93038103423934
"241",2013-01-21,"C01",3.7294611456492,5.94448233787972
"242",2013-01-21,"C03",5.5718155681812,5.37036767968435
"243",2013-01-21,"C05",3.9400924072068,5.51389439094947
"244",2013-01-21,"C07",5.080318555104,4.78102872321929
"245",2013-01-21,"C09",5.3141036117364,5.17198526069782
"246",2013-01-21,"C11",5.4007445257272,5.91051031388215
"247",2013-01-22,"C01",3.309526045098,5.20339798669179
"248",2013-01-22,"C03",4.9169599674624,4.66564666020719
"249",2013-01-22,"C05",3.5874498477168,4.87241468741526
"250",2013-01-22,"C07",4.5376932892824,4.20716468222908
"251",2013-01-22,"C09",4.705354109664,4.49777087894139
"252",2013-01-22,"C11",4.8305348136864,5.21105569165687
"253",2013-01-23,"C01",2.5276170800556,3.9207228030059
"254",2013-01-23,"C03",3.82529024514,3.57430857069391
"255",2013-01-23,"C05",2.7907995740508,3.68189086406592
"256",2013-01-23,"C07",3.4375994061084,3.14071665362233
"257",2013-01-23,"C09",3.584287382364,3.36607659713668
"258",2013-01-23,"C11",3.711577261392,3.94763116424293
"259",2013-01-24,"C01",3.8638737060768,5.91411251882629
"260",2013-01-24,"C03",5.9313006234612,5.45872833211609
"261",2013-01-24,"C05",4.3503342963444,5.57962389696664
"262",2013-01-24,"C07",5.3974117006056,4.86038364468478
"263",2013-01-24,"C09",5.6115357698088,5.17908036092811
"264",2013-01-24,"C11",5.6529158982192,5.92903610949586
"265",2013-01-25,"C01",4.1889754902528,6.32794088081742
"266",2013-01-25,"C03",6.393861554184,5.79718361962704
"267",2013-01-25,"C05",4.7889419517576,5.97583382541336
"268",2013-01-25,"C07",5.8361901481728,5.18102524429682
"269",2013-01-25,"C09",6.0756636644964,5.51243401364621
"270",2013-01-25,"C11",6.1819802670132,6.39523146387271
"271",2013-01-26,"C01",4.2355537535376,6.31577833109122
"272",2013-01-26,"C03",6.4736158690944,5.78373690840565
"273",2013-01-26,"C05",4.8650737434624,5.91076419419496
"274",2013-01-26,"C07",5.87857946364,5.14573208239161
"275",2013-01-26,"C09",6.2379075630924,5.565344674179
"276",2013-01-26,"C11",6.2060541777936,6.3334828774184
"277",2013-01-27,"C01",2.3662037934288,3.48339855942741
"278",2013-01-27,"C03",3.540776459688,3.11788871748552
"279",2013-01-27,"C05",2.6924111865612,3.18707948671081
"280",2013-01-27,"C07",3.1646774354832,2.73198015521545
"281",2013-01-27,"C09",3.3439227201432,2.93449505115414
"282",2013-01-27,"C11",3.460802493096,3.48482810819374
"283",2013-01-28,"C01",1.3497626101284,1.96206404913735
"284",2013-01-28,"C03",1.9774557725832,1.71656181660242
"285",2013-01-28,"C05",1.5594032771928,1.79967450900661
"286",2013-01-28,"C07",1.7470433205108,1.48767328837513
"287",2013-01-28,"C09",1.8730395030204,1.61720378933866
"288",2013-01-28,"C11",1.983450360996,1.9709718398502
"289",2013-01-29,"C01",4.6529654540616,6.67973209618522
"290",2013-01-29,"C03",7.1384318952804,6.1098927632895
"291",2013-01-29,"C05",5.557795045686,6.25740966577752
"292",2013-01-29,"C07",6.5732032607436,5.52226209975731
"293",2013-01-29,"C09",6.8909220676296,5.85529432433302
"294",2013-01-29,"C11",6.7780734218964,6.64805964571597
"295",2013-01-30,"C01",3.9514485720996,5.60306873304441
"296",2013-01-30,"C03",6.012339987186,5.07501692004891
"297",2013-01-30,"C05",4.7367219263832,5.2057805399917
"298",2013-01-30,"C07",5.52291020775,4.57848842645598
"299",2013-01-30,"C09",5.8103763193476,4.86002598243896
"300",2013-01-30,"C11",5.7344040777816,5.5523849678914
"301",2013-01-31,"C01",4.6824074271,6.55910453571317
"302",2013-01-31,"C03",7.210395061272,6.00342354032644
"303",2013-01-31,"C05",5.705720508384,6.12465318851211
"304",2013-01-31,"C07",6.5527376044572,5.36126369827712
"305",2013-01-31,"C09",6.9919825956552,5.75842315420383
"306",2013-01-31,"C11",6.9048794618856,6.60117493309034
"307",2013-02-01,"C01",2.4487136992188,3.38908813568709
"308",2013-02-01,"C03",3.7742834926368,3.10028005271226
"309",2013-02-01,"C05",2.9946960037332,3.14139498336444
"310",2013-02-01,"C07",3.4621186736448,2.79608705471512
"311",2013-02-01,"C09",3.6398787151428,2.95230886880365
"312",2013-02-01,"C11",3.5922860761788,3.39140262887206
"313",2013-02-02,"C01",2.8280616658164,3.86781303284793
"314",2013-02-02,"C03",4.3445550357612,3.52140983557466
"315",2013-02-02,"C05",3.519652280742,3.60988608468235
"316",2013-02-02,"C07",3.9724088770548,3.16737310556048
"317",2013-02-02,"C09",4.202537684436,3.35782286312944
"318",2013-02-02,"C11",4.1291601864552,3.85018126966076
"319",2013-02-03,"C01",4.343663889864,5.87117920513854
"320",2013-02-03,"C03",6.7924078560468,5.4334565536924
"321",2013-02-03,"C05",5.5036154505852,5.52180389074959
"322",2013-02-03,"C07",6.2717780253492,4.93790661172201
"323",2013-02-03,"C09",6.6025829703132,5.19790111872136
"324",2013-02-03,"C11",6.3833174086968,5.87953452897303
"325",2013-02-04,"C01",4.5360554141448,6.06037322030605
"326",2013-02-04,"C03",7.0861530655188,5.5952368336488
"327",2013-02-04,"C05",5.7646450986696,5.66044513052059
"328",2013-02-04,"C07",6.5347568659152,5.08109306968717
"329",2013-02-04,"C09",6.876885546882,5.33540995298945
"330",2013-02-04,"C11",6.6334855405572,6.03642491303642
"331",2013-02-05,"C01",4.9587755077692,6.58085366952268
"332",2013-02-05,"C03",7.768455181578,6.09336941096864
"333",2013-02-05,"C05",6.3151207501824,6.18834049904902
"334",2013-02-05,"C07",7.3470555923544,5.6208357349778
"335",2013-02-05,"C09",7.5859440915024,5.83661737588648
"336",2013-02-05,"C11",7.3157124215916,6.58632392065175
"337",2013-02-06,"C01",5.3971159491288,7.11501326519237
"338",2013-02-06,"C03",8.38898631558,6.53681611439618
"339",2013-02-06,"C05",6.7761341742744,6.62660179908027
"340",2013-02-06,"C07",7.9870246030224,6.01374138279755
"341",2013-02-06,"C09",8.3000464094808,6.33341129291311
"342",2013-02-06,"C11",7.950102366024,7.0820162598414
"343",2013-02-07,"C01",5.1972476199696,6.80632540886712
"344",2013-02-07,"C03",8.1776705882508,6.33051618300404
"345",2013-02-07,"C05",6.5069903855268,6.35048904360844
"346",2013-02-07,"C07",7.7334609501864,5.73211057755256
"347",2013-02-07,"C09",8.0018541182268,6.05595850997258
"348",2013-02-07,"C11",7.7317270855344,6.81564109047542
"349",2013-02-08,"C01",4.7565113322168,6.18831015676654
"350",2013-02-08,"C03",7.3671515592948,5.66604982967278
"351",2013-02-08,"C05",5.8847876503416,5.73162433800943
"352",2013-02-08,"C07",7.1065153817424,5.18661147919692
"353",2013-02-08,"C09",7.2086802215688,5.41143114562285
"354",2013-02-08,"C11",7.0670433692196,6.1653993033575
"355",2013-02-09,"C01",4.4446816117548,5.74496101022991
"356",2013-02-09,"C03",6.944151712446,5.30627269842906
"357",2013-02-09,"C05",5.4959998500576,5.34214079589315
"358",2013-02-09,"C07",6.7491922524624,4.85140326413541
"359",2013-02-09,"C09",6.7932695997504,5.05857155098751
"360",2013-02-09,"C11",6.6367011892896,5.73080010355897
"361",2013-02-10,"C01",3.877310508552,4.97918563199451
"362",2013-02-10,"C03",5.978819324556,4.539347641613
"363",2013-02-10,"C05",4.7270486046888,4.585452025604
"364",2013-02-10,"C07",5.8364923854276,4.13290289595786
"365",2013-02-10,"C09",5.8606428283884,4.32927396681862
"366",2013-02-10,"C11",5.7731691405024,4.93471603412145
"367",2013-02-11,"C01",2.7707498723268,3.53528589092649
"368",2013-02-11,"C03",4.2044713110504,3.17186647516141
"369",2013-02-11,"C05",3.317073328764,3.2112372472592
"370",2013-02-11,"C07",4.1330611657296,2.88375940549834
"371",2013-02-11,"C09",4.085026196706,2.993733116106
"372",2013-02-11,"C11",4.1439594346956,3.50665227816236
"373",2013-02-12,"C01",2.2358085238944,2.83451821070931
"374",2013-02-12,"C03",3.3419804458248,2.50524676008026
"375",2013-02-12,"C05",2.6488786446252,2.55921265549481
"376",2013-02-12,"C07",3.3005181642264,2.26958599157336
"377",2013-02-12,"C09",3.263879139534,2.37316502765252
"378",2013-02-12,"C11",3.3290932049388,2.78917672625387
"379",2013-02-13,"C01",4.546716303636,5.72766542886773
"380",2013-02-13,"C03",7.139589822846,5.31839216946514
"381",2013-02-13,"C05",5.5523020241052,5.35360270254022
"382",2013-02-13,"C07",7.2464724175896,4.91200965081192
"383",2013-02-13,"C09",7.0912413745524,5.1158589816859
"384",2013-02-13,"C11",6.9021645152148,5.72599473546138
"385",2013-02-14,"C01",5.2611001043796,6.58580672679537
"386",2013-02-14,"C03",8.261618607216,6.11575252020791
"387",2013-02-14,"C05",6.383585919906,6.14282655146714
"388",2013-02-14,"C07",8.4684574181844,5.65969582707827
"389",2013-02-14,"C09",8.2268509456692,5.88923282615118
"390",2013-02-14,"C11",7.964074893762,6.54272079152658
"391",2013-02-15,"C01",3.9471554194488,4.91005713015373
"392",2013-02-15,"C03",6.1273656924012,4.50768110240041
"393",2013-02-15,"C05",4.7073932382672,4.52080994197479
"394",2013-02-15,"C07",6.3174711961296,4.16364766237213
"395",2013-02-15,"C09",6.064425108378,4.30793854178921
"396",2013-02-15,"C11",6.0018196228848,4.88319930226857
"397",2013-02-16,"C01",4.005406785978,4.95148998150533
"398",2013-02-16,"C03",6.2213718558888,4.54859128562067
"399",2013-02-16,"C05",4.7434852956816,4.54639625053207
"400",2013-02-16,"C07",6.4632866190516,4.20154847533433
"401",2013-02-16,"C09",6.1618687342056,4.34382820508051
"402",2013-02-16,"C11",6.0924138347592,4.9096397173957
"403",2013-02-17,"C01",4.4894862309492,5.51556135156791
"404",2013-02-17,"C03",7.0486912117908,5.12185351942777
"405",2013-02-17,"C05",5.3773096802724,5.14363868685015
"406",2013-02-17,"C07",7.35354266751,4.71583850680587
"407",2013-02-17,"C09",6.9740866046124,4.87924981238235
"408",2013-02-17,"C11",6.8746617897984,5.48769260689934
"409",2013-02-18,"C01",4.259867638104,5.20127260948568
"410",2013-02-18,"C03",6.6158744913612,4.77804438553149
"411",2013-02-18,"C05",5.0395541432184,4.81099513381557
"412",2013-02-18,"C07",7.0706261129868,4.47409741730476
"413",2013-02-18,"C09",6.5929031628408,4.57796783961207
"414",2013-02-18,"C11",6.501921101442,5.14158591330029
"415",2013-02-19,"C01",4.0449583573776,4.92564020487642
"416",2013-02-19,"C03",6.3159427144476,4.53511874908783
"417",2013-02-19,"C05",4.7823783444216,4.52901784740273
"418",2013-02-19,"C07",6.6403215505692,4.18098889977062
"419",2013-02-19,"C09",6.1791005815812,4.28381229893702
"420",2013-02-19,"C11",6.21018648315,4.90425246720207
"421",2013-02-20,"C01",3.3967104672852,4.12520366665348
"422",2013-02-20,"C03",5.3071698826692,3.78892039279998
"423",2013-02-20,"C05",4.0188617486316,3.77579296305497
"424",2013-02-20,"C07",5.5361874600864,3.46859584549472
"425",2013-02-20,"C09",5.1242765640768,3.54689192385824
"426",2013-02-20,"C11",5.2026191413092,4.10302138715099
"427",2013-02-21,"C01",3.1254501529836,3.78565277060328
"428",2013-02-21,"C03",4.8185668237356,3.42047698875121
"429",2013-02-21,"C05",3.6655208870436,3.41674902617199
"430",2013-02-21,"C07",5.0088271213656,3.1227881616796
"431",2013-02-21,"C09",4.6533571950528,3.21583016126967
"432",2013-02-21,"C11",4.738366719684,3.73185512100907
"433",2013-02-22,"C01",1.77210912294,2.14073583455759
"434",2013-02-22,"C03",2.6999714417832,1.90571686258486
"435",2013-02-22,"C05",2.0552864057388,1.90085437602082
"436",2013-02-22,"C07",2.7608568989508,1.7128700148164
"437",2013-02-22,"C09",2.568467536596,1.77220192583917
"438",2013-02-22,"C11",2.6620309376388,2.09374772446169
"439",2013-02-23,"C01",1.1049115190724,1.33121316223111
"440",2013-02-23,"C03",1.6664030483256,1.16956305413427
"441",2013-02-23,"C05",1.2812797126116,1.17583393083549
"442",2013-02-23,"C07",1.7442985392612,1.07692562630007
"443",2013-02-23,"C09",1.5882727722264,1.09415213115567
"444",2013-02-23,"C11",1.651488785622,1.29718768675406
"445",2013-02-24,"C01",1.1061805696344,1.32921937194056
"446",2013-02-24,"C03",1.6741531206504,1.16841454803305
"447",2013-02-24,"C05",1.2874580647344,1.17242937101467
"448",2013-02-24,"C07",1.7468630158824,1.07329321770465
"449",2013-02-24,"C09",1.5836964072696,1.08927900052944
"450",2013-02-24,"C11",1.6591861069524,1.30148452998328
"451",2013-02-25,"C01",1.1800155311568,1.41420356815914
"452",2013-02-25,"C03",1.8178974184644,1.26166191651007
"453",2013-02-25,"C05",1.3915318852188,1.25754616704174
"454",2013-02-25,"C07",1.87535189907,1.14669285113776
"455",2013-02-25,"C09",1.7002103823432,1.16757697958742
"456",2013-02-25,"C11",1.7807836348224,1.39499472400112
"457",2013-02-26,"C01",1.5320959898868,1.83133066803312
"458",2013-02-26,"C03",2.365252978374,1.63243749583857
"459",2013-02-26,"C05",1.7981767618776,1.61274448373643
"460",2013-02-26,"C07",2.4356829064464,1.48217654961612
"461",2013-02-26,"C09",2.2099851825948,1.51526627864257
"462",2013-02-26,"C11",2.2879866079044,1.78991813801722
"463",2013-02-27,"C01",0.9949256957484,1.18612655662932
"464",2013-02-27,"C03",1.5438330861408,1.05963916423119
"465",2013-02-27,"C05",1.1689953295644,1.04057459507277
"466",2013-02-27,"C07",1.5692586330564,0.95038273144918
"467",2013-02-27,"C09",1.4204921811444,0.972425310115364
"468",2013-02-27,"C11",1.4864854046796,1.16134004104452
